Ref,Original ref,Date,IP,Update type,Technical cookies,Statistics cookies,Profiling cookies
1593097514245,1593097461299,2020-06-25 15:05:15,5.11.110.208,ACCEPT BUTTON,1,1,1
1593097817375,1593097807965,2020-06-25 15:10:18,37.161.201.164,Cancel BUTTON,1,0,0
1593098867889,1593098865803,2020-06-25 15:27:48,82.132.244.178,ACCEPT BUTTON,1,1,1
1593099690554,1593099688393,2020-06-25 15:41:31,81.103.138.180,ACCEPT BUTTON,1,1,1
1593099726711,1593099724054,2020-06-25 15:42:07,81.103.138.180,ACCEPT BUTTON,1,1,1
1593100897745,1593100896065,2020-06-25 16:01:38,37.163.41.180,ACCEPT BUTTON,1,1,1
1593101104785,1593101102966,2020-06-25 16:05:05,109.118.91.209,ACCEPT BUTTON,1,1,1
1593107932791,1593107928044,2020-06-25 17:58:52,151.20.232.105,ACCEPT BUTTON,1,1,1
1593117413907,1593117409737,2020-06-25 20:36:55,80.104.132.108,Cancel BUTTON,1,0,0
1593150678075,1593150673493,2020-06-26 05:51:18,87.17.134.234,ACCEPT BUTTON,1,1,1
1593153406005,1593153400255,2020-06-26 06:36:45,83.103.78.127,ACCEPT BUTTON,1,1,1
1593163102926,1593163099711,2020-06-26 09:18:29,79.1.76.240,Cancel BUTTON,1,0,0
1593163114725,1593163110415,2020-06-26 09:18:35,2.39.77.179,ACCEPT BUTTON,1,1,1
1593163285244,1593163283346,2020-06-26 09:21:31,79.1.76.240,Cancel BUTTON,1,0,0
1593163468041,1593163463714,2020-06-26 09:24:29,82.52.101.148,Cancel BUTTON,1,0,0
1593164223519,1593164221032,2020-06-26 09:37:04,37.162.158.188,Cancel BUTTON,1,0,0
1593164287974,1593164286289,2020-06-26 09:38:08,5.90.175.43,ACCEPT BUTTON,1,1,1
1593165341345,1593165339348,2020-06-26 09:55:41,37.163.49.232,ACCEPT BUTTON,1,1,1
1593166981894,1593166975973,2020-06-26 10:23:02,158.222.134.201,ACCEPT BUTTON,1,1,1
1593178671169,1593178669772,2020-06-26 13:37:51,62.202.189.67,ACCEPT BUTTON,1,1,1
1593185360004,1593185357545,2020-06-26 15:29:22,5.170.242.3,ACCEPT BUTTON,1,1,1
1593186574527,1593186570674,2020-06-26 15:49:35,5.102.1.89,ACCEPT BUTTON,1,1,1
1593189314472,1593189307122,2020-06-26 16:35:15,93.36.182.24,Cancel BUTTON,1,0,0
1593192195734,1593192191514,2020-06-26 17:23:16,139.47.97.244,ACCEPT BUTTON,1,1,1
1593220669178,1593220665948,2020-06-27 01:17:50,62.19.146.167,ACCEPT BUTTON,1,1,1
1593255676170,1593255673039,2020-06-27 11:01:17,151.40.165.29,ACCEPT BUTTON,1,1,1
1593263234261,1593263230385,2020-06-27 13:07:14,95.234.132.183,ACCEPT BUTTON,1,1,1
1593264044662,1593264043532,2020-06-27 13:20:45,37.227.114.159,ACCEPT BUTTON,1,1,1
1593284321053,1593284281160,2020-06-27 18:58:41,82.53.148.34,Cancel BUTTON,1,0,0
1593289229433,1593289224715,2020-06-27 20:20:29,82.53.148.34,Cancel BUTTON,1,0,0
1593290939634,1593290887236,2020-06-27 20:49:02,37.160.21.120,Cancel BUTTON,1,0,0
1593326110395,1593326107950,2020-06-28 06:35:10,151.38.207.78,ACCEPT BUTTON,1,1,1
1593326966563,1593326964634,2020-06-28 06:49:26,151.82.169.99,ACCEPT BUTTON,1,1,1
1593328111753,1593328109679,2020-06-28 07:09:30,151.68.247.232,ACCEPT BUTTON,1,1,1
1593339473318,1593339469836,2020-06-28 10:17:54,151.28.204.91,Cancel BUTTON,1,0,0
1593340143744,1593340123500,2020-06-28 10:29:04,93.48.251.62,ACCEPT BUTTON,1,1,1
1593341839533,1593341834955,2020-06-28 10:57:19,213.119.183.99,ACCEPT BUTTON,1,1,1
1593342685883,1593342682232,2020-06-28 11:11:26,92.251.41.132,ACCEPT BUTTON,1,1,1
1593350032083,1593350027356,2020-06-28 13:13:52,78.22.230.90,ACCEPT BUTTON,1,1,1
1593356342341,1593356338773,2020-06-28 14:59:07,37.163.51.184,Cancel BUTTON,1,0,0
1593364362509,1593364358878,2020-06-28 17:12:43,82.53.148.34,Cancel BUTTON,1,0,0
1593377382569,1593377376353,2020-06-28 20:49:42,93.47.229.182,ACCEPT BUTTON,1,1,1
1593396739709,1593396736986,2020-06-29 02:12:20,72.143.233.103,ACCEPT BUTTON,1,1,1
1593428492191,1593428488942,2020-06-29 11:01:32,93.44.186.103,Cancel BUTTON,1,0,0
1593454182455,1593454177927,2020-06-29 18:09:44,95.252.85.180,ACCEPT BUTTON,1,1,1
1593463809625,1593463807213,2020-06-29 20:50:11,5.168.127.120,ACCEPT BUTTON,1,1,1
1593474656671,1593474652410,2020-06-29 23:50:57,77.13.54.107,ACCEPT BUTTON,1,1,1
1593498929400,1593498924155,2020-06-30 06:35:30,5.178.93.248,ACCEPT BUTTON,1,1,1
1593506122326,1593506115875,2020-06-30 08:35:23,2.37.31.142,Cancel BUTTON,1,0,0
1593535192177,1593535187568,2020-06-30 16:39:54,37.163.181.230,Cancel BUTTON,1,0,0
